B,2,13,0.250942,48,16
B,2,14,0.294599,48,16
B,2,15,0.373951,48,16
B,2,16,0.700702,48,16
B,3,1,0.083476,48,16
B,3,2,0.225834,48,16
B,3,3,0.173738,48,16
B,3,4,0.771894,48,16
B,3,5,0.493176,48,16
B,3,6,0.689022,48,16
B,3,7,0.508828,48,16
B,3,8,0.691630,48,16
B,3,9,0.847998,48,16
B,3,10,0.574611,48,16
B,3,11,0.638982,48,16
B,3,12,0.876257,48,16
B,3,13,0.882334,48,16
B,3,14,0.953430,48,16
B,3,15,0.565432,48,16
B,3,16,0.263889,48,16
